release_date,title,genre,region,want_to_see,url
2025-10-24,偷天盗日,"['犯罪', '惊悚']",['美国'],7414,https://movie.douban.com/subject/36779171/
2025-10-24,陪你到清晨,['纪录片'],['中国大陆'],577,https://movie.douban.com/subject/37562114/
2025-10-24,向光花盛开,['剧情'],['中国大陆'],498,https://movie.douban.com/subject/36956915/
2025-10-25,下一个台风,['剧情'],['中国大陆'],9969,https://movie.douban.com/subject/36752985/
2025-10-25,阳光俱乐部,"['剧情', '喜剧']",['中国大陆'],4715,https://movie.douban.com/subject/36754198/
2025-10-25,旁观者,['剧情'],['中国大陆'],3656,https://movie.douban.com/subject/35614162/
2025-10-25,世界计划：无法歌唱的初音未来,"['剧情', '科幻', '动画']",['日本'],1269,https://movie.douban.com/subject/36982741/
2025-10-25,带你回家,['剧情'],['中国大陆'],465,https://movie.douban.com/subject/37359180/
2025-10-31,天鹰战士：最后的冲击,"['剧情', '科幻', '动画']",['日本'],67152,https://movie.douban.com/subject/10428501/
2025-10-31,怪猴,"['奇幻', '惊悚', '恐怖']","['美国', '英国']",7201,https://movie.douban.com/subject/36402080/
2025-10-31,即兴谋杀,"['犯罪', '悬疑', '惊悚']",['中国大陆'],4119,https://movie.douban.com/subject/36596912/
2025-10-31,象山发光事件,"['悬疑', '惊悚']",['中国大陆'],1686,https://movie.douban.com/subject/36617018/
2025-10-31,红嫁衣：纸新娘,"['悬疑', '惊悚']",['中国大陆'],196,https://movie.douban.com/subject/37143065/
2025-11-01,女孩,['剧情'],"['中国台湾', '中国大陆']",17827,https://movie.douban.com/subject/36986482/
2025-11-01,极地大冒险3,"['喜剧', '动作', '动画']","['丹麦', '芬兰']",97,https://movie.douban.com/subject/35861110/
2025-11-07,日掛中天,['剧情'],['中国大陆'],36303,https://movie.douban.com/subject/36964147/
2025-11-07,铁血战士：杀戮之地,"['科幻', '恐怖']",['美国'],9030,https://movie.douban.com/subject/36707378/
2025-11-07,不要错过你,"['剧情', '爱情']",['中国台湾'],252,https://movie.douban.com/subject/36642490/
2025-11-14,惊天魔盗团3,"['剧情', '动作', '犯罪']",['美国'],61388,https://movie.douban.com/subject/26404869/
2025-11-15,三滴血,"['剧情', '犯罪']",['中国大陆'],14467,https://movie.douban.com/subject/30286126/
2025-11-15,菜肉馄饨,"['剧情', '喜剧', '爱情']",['中国大陆'],2319,https://movie.douban.com/subject/37071133/
2025-11-18,神秘家书,['剧情'],['中国大陆'],79,https://movie.douban.com/subject/36659309/
2025-11-22,狂野时代,"['剧情', '科幻']",['中国大陆'],71229,https://movie.douban.com/subject/35416174/
2025-11-26,疯狂动物城2,"['喜剧', '犯罪', '动画']",['美国'],186948,https://movie.douban.com/subject/26817136/
2025-11-28,半夜叫你别回头2,"['惊悚', '恐怖']",['中国大陆'],68,https://movie.douban.com/subject/37515166/
2025-11-99,金刚不坏,"['剧情', '喜剧', '犯罪']",['中国大陆'],299,https://movie.douban.com/subject/36671880/
2025-12-19,阿凡达：火与烬,"['动作', '科幻', '奇幻']",['美国'],88547,https://movie.douban.com/subject/5348089/
2025-12-31,无名之辈：意义非凡,"['喜剧', '犯罪']",['中国大陆'],22046,https://movie.douban.com/subject/36311677/
2025-12-31,寻秦记,"['悬疑', '古装']",['中国香港'],12117,https://movie.douban.com/subject/26389539/
2025-12-31,用武之地,"['剧情', '动作', '战争']",['中国大陆'],2579,https://movie.douban.com/subject/35461578/
2025-12-31,匿杀,"['犯罪', '悬疑']",['中国大陆'],1981,https://movie.douban.com/subject/36073533/
2025-12-31,不过是上班,"['喜剧', '奇幻']",['中国大陆'],124,https://movie.douban.com/subject/37193378/
2025-12-99,狂怒沙暴,"['喜剧', '动作', '惊悚']","['中国大陆', '美国']",4660,https://movie.douban.com/subject/27042557/
2026-04-03,凌晨两点半3,"['惊悚', '恐怖']",['中国大陆'],63,https://movie.douban.com/subject/36990246/
2026-05-01,千金不换,"['剧情', '喜剧']",['中国大陆'],2441,https://movie.douban.com/subject/36918875/
2027-02-06,流浪地球3(上),"['科幻', '冒险', '灾难']",['中国大陆'],86405,https://movie.douban.com/subject/36212391/
