release_date,title,genre,region,want_to_see,url
2026-03-14,拼桌,"['喜剧', '爱情']",['中国大陆'],3115,https://movie.douban.com/subject/36539452/
2026-03-14,上学路上之山海无阻,['纪录片'],['中国大陆'],644,https://movie.douban.com/subject/36650727/
2026-03-20,天才枪手,"['剧情', '犯罪', '悬疑']",['泰国'],165218,https://movie.douban.com/subject/27024903/
2026-03-20,挽救计划,"['动作', '科幻', '冒险']",['美国'],32346,https://movie.douban.com/subject/35010610/
2026-03-20,至尊马蒂,"['剧情', '运动']","['芬兰', '美国']",27597,https://movie.douban.com/subject/36691620/
2026-03-20,河狸变身计划,"['喜剧', '科幻', '动画']",['美国'],19045,https://movie.douban.com/subject/36999793/
2026-03-20,你好，爱美丽,"['动画', '家庭']","['法国', '比利时']",12440,https://movie.douban.com/subject/36394612/
2026-03-20,时间旅馆,"['剧情', '爱情']",['中国大陆'],1490,https://movie.douban.com/subject/35700764/
2026-03-21,长夜将尽,"['剧情', '爱情', '犯罪']",['中国大陆'],5656,https://movie.douban.com/subject/35590993/
2026-03-28,绿液惊魂,"['喜剧', '科幻', '惊悚']","['英国', '法国']",3662,https://movie.douban.com/subject/34968393/
2026-03-28,搜查瑠公圳,"['剧情', '历史', '犯罪']",['中国台湾'],1557,https://movie.douban.com/subject/35736046/
2026-04-03,超级马力欧银河大电影,"['喜剧', '动画', '奇幻']","['日本', '美国']",5584,https://movie.douban.com/subject/36806351/
2026-04-03,我，许可,['剧情'],['中国大陆'],3289,https://movie.douban.com/subject/37332784/
2026-04-03,我的妈耶,"['剧情', '喜剧', '家庭']",['中国大陆'],3231,https://movie.douban.com/subject/36217763/
2026-04-03,北回归线以北,['剧情'],['中国大陆'],753,https://movie.douban.com/subject/36941236/
2026-04-03,凌晨两点半3,"['惊悚', '恐怖']",['中国大陆'],241,https://movie.douban.com/subject/36990246/
2026-04-03,八子参军,"['历史', '战争', '戏曲']",['中国大陆'],10,https://movie.douban.com/subject/38371772/
2026-04-04,天才游戏,"['犯罪', '悬疑']",['中国大陆'],16077,https://movie.douban.com/subject/35159709/
2026-04-10,角头：大桥头,"['动作', '犯罪']",['中国台湾'],2059,https://movie.douban.com/subject/36126098/
2026-04-24,登月(第一部),['纪录片'],['中国大陆'],220,https://movie.douban.com/subject/38362649/
2026-05-01,千金不换,"['剧情', '喜剧']",['中国大陆'],3429,https://movie.douban.com/subject/36918875/
2026-05-20,为我的心动买单,"['喜剧', '爱情']",['中国大陆'],1901,https://movie.douban.com/subject/37350266/
2026-05-20,错过了，遗憾吗？,"['喜剧', '爱情']",['中国大陆'],1838,https://movie.douban.com/subject/36117834/
2026-07-99,大唐妖探,"['喜剧', '动画', '悬疑']",['中国大陆'],822,https://movie.douban.com/subject/35464353/
2027-02-06,流浪地球3(上),"['科幻', '冒险', '灾难']",['中国大陆'],92759,https://movie.douban.com/subject/36212391/
2027-02-99,守密者,['剧情'],['中国大陆'],97,https://movie.douban.com/subject/37497264/
