release_date,title,genre,region,want_to_see,url
2025-10-24,陪你到清晨,['纪录片'],['中国大陆'],626,https://movie.douban.com/subject/37562114/
2025-10-24,向光花盛开,['剧情'],['中国大陆'],524,https://movie.douban.com/subject/36956915/
2025-10-25,下一个台风,['剧情'],['中国大陆'],10083,https://movie.douban.com/subject/36752985/
2025-10-25,阳光俱乐部,"['剧情', '喜剧']",['中国大陆'],4737,https://movie.douban.com/subject/36754198/
2025-10-25,世界计划：无法歌唱的初音未来,"['剧情', '科幻', '动画']",['日本'],1293,https://movie.douban.com/subject/36982741/
2025-10-25,带你回家,['剧情'],['中国大陆'],591,https://movie.douban.com/subject/37359180/
2025-10-31,天鹰战士：最后的冲击,"['剧情', '科幻', '动画']",['日本'],67282,https://movie.douban.com/subject/10428501/
2025-10-31,怪猴,"['奇幻', '惊悚', '恐怖']","['美国', '英国']",7216,https://movie.douban.com/subject/36402080/
2025-10-31,即兴谋杀,"['犯罪', '悬疑', '惊悚']",['中国大陆'],4179,https://movie.douban.com/subject/36596912/
2025-10-31,象山发光事件,"['悬疑', '惊悚']",['中国大陆'],1730,https://movie.douban.com/subject/36617018/
2025-10-31,红嫁衣：纸新娘,"['悬疑', '惊悚']",['中国大陆'],198,https://movie.douban.com/subject/37143065/
2025-11-01,女孩,['剧情'],"['中国台湾', '中国大陆']",18037,https://movie.douban.com/subject/36986482/
2025-11-01,极地大冒险3,"['喜剧', '动作', '动画']","['丹麦', '芬兰']",98,https://movie.douban.com/subject/35861110/
2025-11-07,日掛中天,['剧情'],['中国大陆'],36465,https://movie.douban.com/subject/36964147/
2025-11-07,铁血战士：杀戮之地,"['科幻', '恐怖']",['美国'],9180,https://movie.douban.com/subject/36707378/
2025-11-07,小林家的龙丫头：怕寂寞的龙,"['剧情', '喜剧', '动画']",['日本'],1821,https://movie.douban.com/subject/37037980/
2025-11-07,不要错过你,"['剧情', '爱情']",['中国台湾'],265,https://movie.douban.com/subject/36642490/
2025-11-14,惊天魔盗团3,"['剧情', '动作', '犯罪']",['美国'],62302,https://movie.douban.com/subject/26404869/
2025-11-15,三滴血,"['剧情', '犯罪']",['中国大陆'],14544,https://movie.douban.com/subject/30286126/
2025-11-15,菜肉馄饨,"['剧情', '喜剧', '爱情']",['中国大陆'],2567,https://movie.douban.com/subject/37071133/
2025-11-18,神秘家书,['剧情'],['中国大陆'],79,https://movie.douban.com/subject/36659309/
2025-11-22,狂野时代,"['剧情', '科幻']",['中国大陆'],71390,https://movie.douban.com/subject/35416174/
2025-11-26,疯狂动物城2,"['喜剧', '犯罪', '动画']",['美国'],187373,https://movie.douban.com/subject/26817136/
2025-11-28,皮囊,"['悬疑', '奇幻', '惊悚']",['中国大陆'],397,https://movie.douban.com/subject/35633783/
2025-11-28,半夜叫你别回头2,"['惊悚', '恐怖']",['中国大陆'],68,https://movie.douban.com/subject/37515166/
2025-11-99,金刚不坏,"['剧情', '喜剧', '犯罪']",['中国大陆'],305,https://movie.douban.com/subject/36671880/
2025-12-19,阿凡达：火与烬,"['动作', '科幻', '奇幻']",['美国'],88745,https://movie.douban.com/subject/5348089/
2025-12-31,无名之辈：意义非凡,"['喜剧', '犯罪']",['中国大陆'],22064,https://movie.douban.com/subject/36311677/
2025-12-31,寻秦记,"['悬疑', '古装']",['中国香港'],12145,https://movie.douban.com/subject/26389539/
2025-12-31,用武之地,"['剧情', '动作', '战争']",['中国大陆'],2610,https://movie.douban.com/subject/35461578/
2025-12-31,匿杀,"['犯罪', '悬疑']",['中国大陆'],1995,https://movie.douban.com/subject/36073533/
2025-12-31,不过是上班,"['喜剧', '奇幻']",['中国大陆'],125,https://movie.douban.com/subject/37193378/
2025-12-99,狂怒沙暴,"['喜剧', '动作', '惊悚']","['中国大陆', '美国']",4680,https://movie.douban.com/subject/27042557/
2026-04-03,凌晨两点半3,"['惊悚', '恐怖']",['中国大陆'],63,https://movie.douban.com/subject/36990246/
2026-05-01,千金不换,"['剧情', '喜剧']",['中国大陆'],2442,https://movie.douban.com/subject/36918875/
2027-02-06,流浪地球3(上),"['科幻', '冒险', '灾难']",['中国大陆'],86426,https://movie.douban.com/subject/36212391/
