release_date,title,genre,region,want_to_see,url
2026-06-05,加菲猫家族,"['喜剧', '动画', '奇幻']","['美国', '英国']",14376,https://movie.douban.com/subject/30377311/
2026-06-05,危险动物,"['惊悚', '恐怖']","['澳大利亚', '美国']",6321,https://movie.douban.com/subject/36883048/
2026-06-05,宇宙巨人：希曼崛起,"['剧情', '动作', '科幻']",['美国'],6230,https://movie.douban.com/subject/1951286/
2026-06-05,极限逃生,"['喜剧', '动作', '灾难']",['中国大陆'],467,https://movie.douban.com/subject/36449457/
2026-06-06,诺曼底72小时,"['剧情', '战争']","['英国', '法国']",6866,https://movie.douban.com/subject/36916000/
2026-06-06,加油吧！娜依拉,"['剧情', '儿童', '运动']",['中国大陆'],210,https://movie.douban.com/subject/36961785/
2026-06-11,火遮眼,"['动作', '犯罪']","['中国香港', '中国大陆']",51795,https://movie.douban.com/subject/36877245/
2026-06-12,揭秘日,"['剧情', '科幻', '惊悚']",['美国'],26992,https://movie.douban.com/subject/36860212/
2026-06-12,偷偷藏不住,"['剧情', '爱情']",['中国大陆'],341,https://movie.douban.com/subject/37452950/
2026-06-12,走马观花,"['剧情', '西部']",['中国大陆'],148,https://movie.douban.com/subject/37667608/
2026-06-12,我的爱人,['爱情'],['中国大陆'],65,https://movie.douban.com/subject/37474709/
2026-06-19,玩具总动员5,"['剧情', '喜剧', '动画']",['美国'],30539,https://movie.douban.com/subject/36238849/
2026-06-19,爱是愤怒,"['爱情', '犯罪']",['中国大陆'],5240,https://movie.douban.com/subject/37152802/
2026-06-19,绝密任务,"['动作', '战争', '犯罪']",['中国大陆'],1884,https://movie.douban.com/subject/34833849/
2026-06-26,我看见两朵一样的云,"['爱情', '科幻']",['中国大陆'],95305,https://movie.douban.com/subject/35211447/
2026-06-26,超级少女,"['动作', '科幻', '奇幻']",['美国'],8710,https://movie.douban.com/subject/36225840/
2026-06-26,四渡,"['历史', '战争']",['中国大陆'],4432,https://movie.douban.com/subject/37191746/
2026-06-99,爸爸,['剧情'],['中国香港'],14675,https://movie.douban.com/subject/36315000/
2026-06-99,二十四味,"['剧情', '家庭']",['中国大陆'],1075,https://movie.douban.com/subject/33412900/
2026-07-03,小黄人与大怪兽,"['喜剧', '科幻', '动画']",['美国'],7889,https://movie.douban.com/subject/36962219/
2026-07-10,三国第一部：争洛阳,"['历史', '动画']",['中国大陆'],3002,https://movie.douban.com/subject/36752981/
2026-07-10,大圣崛起,"['动画', '奇幻', '冒险']",['中国大陆'],2475,https://movie.douban.com/subject/26822087/
2026-07-25,澎湖海战,"['动作', '历史', '战争']",['中国大陆'],4,https://movie.douban.com/subject/35558234/
2026-07-99,海洋奇缘：启航,"['喜剧', '动作', '奇幻']","['美国', '新西兰']",2463,https://movie.douban.com/subject/36343469/
2026-07-99,大唐妖探,"['喜剧', '动画', '悬疑']",['中国大陆'],1328,https://movie.douban.com/subject/35464353/
2026-08-07,年会不能停2！,['喜剧'],['中国大陆'],6997,https://movie.douban.com/subject/36850814/
2026-09-99,野兽之心,"['剧情', '动作', '惊悚']",['美国'],461,https://movie.douban.com/subject/36828393/
2027-02-06,流浪地球3(上),"['科幻', '冒险', '灾难']",['中国大陆'],95301,https://movie.douban.com/subject/36212391/
2027-02-99,守密者,['剧情'],['中国大陆'],377,https://movie.douban.com/subject/37497264/
